T05,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
768,Togo,2005,"Seats held by women in national parliament, as of February (%)",2018-12,,6.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
768,Togo,2010,"Seats held by women in national parliament, as of February (%)",2018-12,,11.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
768,Togo,2015,"Seats held by women in national parliament, as of February (%)",2018-12,,17.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
768,Togo,2016,"Seats held by women in national parliament, as of February (%)",2018-12,,17.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
768,Togo,2017,"Seats held by women in national parliament, as of February (%)",2018-12,,17.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
768,Togo,2018,"Seats held by women in national parliament, as of February (%)",2018-12,,17.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
768,Togo,2019,"Seats held by women in national parliament, as of February (%)",2018-12,,16.4800,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
776,Tonga,1990,"Seats held by women in national parliament, as of February (%)",2017-11,,0.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
776,Tonga,2005,"Seats held by women in national parliament, as of February (%)",2017-11,,0.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
776,Tonga,2010,"Seats held by women in national parliament, as of February (%)",2017-11,,3.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
776,Tonga,2015,"Seats held by women in national parliament, as of February (%)",2017-11,,0.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
776,Tonga,2016,"Seats held by women in national parliament, as of February (%)",2017-11,,0.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
776,Tonga,2017,"Seats held by women in national parliament, as of February (%)",2017-11,,3.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
776,Tonga,2018,"Seats held by women in national parliament, as of February (%)",2017-11,,7.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
776,Tonga,2019,"Seats held by women in national parliament, as of February (%)",2017-11,,7.4100,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
780,Trinidad and Tobago,1990,"Seats held by women in national parliament, as of February (%)",2015-09,,16.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
780,Trinidad and Tobago,2000,"Seats held by women in national parliament, as of February (%)",2015-09,,11.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
780,Trinidad and Tobago,2005,"Seats held by women in national parliament, as of February (%)",2015-09,,19.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
780,Trinidad and Tobago,2010,"Seats held by women in national parliament, as of February (%)",2015-09,,26.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
780,Trinidad and Tobago,2015,"Seats held by women in national parliament, as of February (%)",2015-09,,28.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
780,Trinidad and Tobago,2016,"Seats held by women in national parliament, as of February (%)",2015-09,,31.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
780,Trinidad and Tobago,2017,"Seats held by women in national parliament, as of February (%)",2015-09,,31.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
780,Trinidad and Tobago,2018,"Seats held by women in national parliament, as of February (%)",2015-09,,31.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
780,Trinidad and Tobago,2019,"Seats held by women in national parliament, as of February (%)",2015-09,,30.9500,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
788,Tunisia,1990,"Seats held by women in national parliament, as of February (%)",2014-10,,4.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
788,Tunisia,2000,"Seats held by women in national parliament, as of February (%)",2014-10,,11.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
788,Tunisia,2005,"Seats held by women in national parliament, as of February (%)",2014-10,,22.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
788,Tunisia,2010,"Seats held by women in national parliament, as of February (%)",2014-10,,27.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
788,Tunisia,2015,"Seats held by women in national parliament, as of February (%)",2014-10,,31.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
788,Tunisia,2016,"Seats held by women in national parliament, as of February (%)",2014-10,,31.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
788,Tunisia,2017,"Seats held by women in national parliament, as of February (%)",2014-10,,31.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
788,Tunisia,2018,"Seats held by women in national parliament, as of February (%)",2014-10,,31.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
788,Tunisia,2019,"Seats held by women in national parliament, as of February (%)",2014-10,,35.9400,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
792,Turkey,1990,"Seats held by women in national parliament, as of February (%)",2018-06,,1.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
792,Turkey,2000,"Seats held by women in national parliament, as of February (%)",2018-06,,4.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
792,Turkey,2005,"Seats held by women in national parliament, as of February (%)",2018-06,,4.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
792,Turkey,2010,"Seats held by women in national parliament, as of February (%)",2018-06,,9.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
792,Turkey,2015,"Seats held by women in national parliament, as of February (%)",2018-06,,14.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
