[T25.],Index of Industrial Production,,,,,
807,TFYR of Macedonia,Index of industrial production: Mining (Index base: 2005=100),2009,117.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Mining (Index base: 2005=100),2010,112.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Mining (Index base: 2005=100),2011,115.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Mining (Index base: 2005=100),2012,117.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Mining (Index base: 2005=100),2013,121.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Mining (Index base: 2005=100),2014,119.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Manufacturing (Index base: 2005=100),2007,112.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Manufacturing (Index base: 2005=100),2008,118.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Manufacturing (Index base: 2005=100),2009,106.5,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Manufacturing (Index base: 2005=100),2010,98.5,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Manufacturing (Index base: 2005=100),2011,108.0,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Manufacturing (Index base: 2005=100),2012,105.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Manufacturing (Index base: 2005=100),2013,108.5,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Manufacturing (Index base: 2005=100),2014,118.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,106.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2008,113.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2009,111.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2010,117.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2011,125.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2012,133.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2013,135.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2014,138.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2007,91.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2008,76.5,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2009,66.0,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2010,66.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2011,71.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
