[T12.],Intentional homicides and other crimes,,,,,
840,United States of America,2010,"Percentage of male and female intentional homicide victims, Female",2.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
840,United States of America,2010,"Assault rate per 100,000 population",253.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
840,United States of America,2010,"Theft at the national level, rate per 100,000 population","2,010.3",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
840,United States of America,2010,"Robbery at the national level, rate per 100,000 population",119.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
840,United States of America,2016,"Intentional homicide rates per 100,000",5.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
840,United States of America,2016,"Percentage of male and female intentional homicide victims, Male",8.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
840,United States of America,2016,"Percentage of male and female intentional homicide victims, Female",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
840,United States of America,2016,"Assault rate per 100,000 population",249.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
840,United States of America,2016,"Theft at the national level, rate per 100,000 population","1,749.8",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
840,United States of America,2016,"Robbery at the national level, rate per 100,000 population",103.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
850,United States Virgin Islands,2005,"Intentional homicide rates per 100,000",34.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
850,United States Virgin Islands,2005,"Percentage of male and female intentional homicide victims, Male",65.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
850,United States Virgin Islands,2005,"Percentage of male and female intentional homicide victims, Female",5.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
850,United States Virgin Islands,2010,"Intentional homicide rates per 100,000",52.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
850,United States Virgin Islands,2010,"Percentage of male and female intentional homicide victims, Male",96.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
850,United States Virgin Islands,2010,"Percentage of male and female intentional homicide victims, Female",12.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
850,United States Virgin Islands,2012,"Intentional homicide rates per 100,000",49.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
850,United States Virgin Islands,2012,"Percentage of male and female intentional homicide victims, Male",99.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
850,United States Virgin Islands,2012,"Percentage of male and female intentional homicide victims, Female",3.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2003,"Intentional homicide rates per 100,000",5.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2003,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2003,"Theft at the national level, rate per 100,000 population","2,904.9",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2003,"Robbery at the national level, rate per 100,000 population",291.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2004,"Intentional homicide rates per 100,000",6.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2004,"Theft at the national level, rate per 100,000 population","3,179.5",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2004,"Robbery at the national level, rate per 100,000 population",277.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2005,"Intentional homicide rates per 100,000",5.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2005,"Robbery at the national level, rate per 100,000 population",291.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2010,"Intentional homicide rates per 100,000",6.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2010,"Percentage of male and female intentional homicide victims, Male",10.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2010,"Percentage of male and female intentional homicide victims, Female",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2010,"Assault rate per 100,000 population",15.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2010,"Theft at the national level, rate per 100,000 population","2,823.3",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2010,"Robbery at the national level, rate per 100,000 population",409.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2015,"Intentional homicide rates per 100,000",8.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2015,"Percentage of male and female intentional homicide victims, Male",14.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2015,"Percentage of male and female intentional homicide victims, Female",2.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2015,"Assault rate per 100,000 population",13.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2015,"Kidnapping at the national level, rate per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2015,"Theft at the national level, rate per 100,000 population","3,043.6",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2015,"Robbery at the national level, rate per 100,000 population",566.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2015,"Total Sexual Violence at the national level, rate per 100,000",46.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2016,"Intentional homicide rates per 100,000",7.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2016,"Percentage of male and female intentional homicide victims, Male",13.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2016,"Percentage of male and female intentional homicide victims, Female",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2016,"Assault rate per 100,000 population",16.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2016,"Kidnapping at the national level, rate per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2016,"Theft at the national level, rate per 100,000 population","3,205.5",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
858,Uruguay,2016,"Robbery at the national level, rate per 100,000 population",545.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
860,Uzbekistan,2005,"Intentional homicide rates per 100,000",3.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
860,Uzbekistan,2008,"Intentional homicide rates per 100,000",3.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
860,Uzbekistan,2008,"Percentage of male and female intentional homicide victims, Male",4.9,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
860,Uzbekistan,2008,"Percentage of male and female intentional homicide victims, Female",1.2,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
548,Vanuatu,2005,"Intentional homicide rates per 100,000",2.5,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
548,Vanuatu,2010,"Intentional homicide rates per 100,000",2.3,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
548,Vanuatu,2015,"Intentional homicide rates per 100,000",2.1,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
548,Vanuatu,2015,"Percentage of male and female intentional homicide victims, Male",3.2,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
548,Vanuatu,2015,"Percentage of male and female intentional homicide victims, Female",1.1,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
862,Venezuela (Boliv. Rep. of),2005,"Intentional homicide rates per 100,000",37.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
