T03,Population and rates of growth in urban areas and capital cities,,,,,,,
Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value,Footnotes,Source
634,Qatar,2010,Capital city population (as a percentage of total population),Doha,,29.4,Does not include the populations from the industrial area and zone 58.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2010,Capital city population (as a percentage of total urban population),Doha,,29.9,Does not include the populations from the industrial area and zone 58.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2015,Urban population (percent),,,98.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2015,Urban population (percent growth rate per annum),,,6.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2015,Rural population (percent growth rate per annum),,,-0.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2015,Capital city population (thousands),Doha,,590,Does not include the populations from the industrial area and zone 58.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2015,Capital city population (as a percentage of total population),Doha,,23.8,Does not include the populations from the industrial area and zone 58.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2015,Capital city population (as a percentage of total urban population),Doha,,24.0,Does not include the populations from the industrial area and zone 58.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2018,Urban population (percent),,,99.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2018,Capital city population (thousands),Doha,,633,Does not include the populations from the industrial area and zone 58.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2005,Urban population (percent),,,81.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2005,Urban population (percent growth rate per annum),,,1.0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2005,Rural population (percent growth rate per annum),,,-1.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2005,Capital city population (thousands),Seoul,,"9,822",Refers to Seoul Special City.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2005,Capital city population (as a percentage of total population),Seoul,,20.2,Refers to Seoul Special City.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2005,Capital city population (as a percentage of total urban population),Seoul,,24.8,Refers to Seoul Special City.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2010,Urban population (percent),,,81.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2010,Urban population (percent growth rate per annum),,,0.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2010,Rural population (percent growth rate per annum),,,-0.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2010,Capital city population (thousands),Seoul,,"9,796",Refers to Seoul Special City.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2010,Capital city population (as a percentage of total population),Seoul,,19.8,Refers to Seoul Special City.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2010,Capital city population (as a percentage of total urban population),Seoul,,24.1,Refers to Seoul Special City.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2015,Urban population (percent),,,81.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2015,Urban population (percent growth rate per annum),,,0.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2015,Rural population (percent growth rate per annum),,,0.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2015,Capital city population (thousands),Seoul,,"9,897",Refers to Seoul Special City.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2015,Capital city population (as a percentage of total population),Seoul,,19.6,Refers to Seoul Special City.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2015,Capital city population (as a percentage of total urban population),Seoul,,24.0,Refers to Seoul Special City.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2018,Urban population (percent),,,81.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
410,Republic of Korea,2018,Capital city population (thousands),Seoul,,"9,963",Refers to Seoul Special City.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
498,Republic of Moldova,2005,Urban population (percent),,,42.8,Including the Transnistria region.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
498,Republic of Moldova,2005,Urban population (percent growth rate per annum),,,-1.0,Data refers to a 5-year period preceding the reference year.;Including the Transnistria region.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
498,Republic of Moldova,2005,Rural population (percent growth rate per annum),,,0.4,Data refers to a 5-year period preceding the reference year.;Including the Transnistria region.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
